2019-06-28 20:06:03,594 [  15431]   WARN - com.intellij.util.xmlb.Binding - no accessors for interface com.intellij.openapi.extensions.PluginDescriptor 
2019-06-28 20:06:03,601 [  15438]   INFO - rains.ide.BuiltInServerManager - built-in server started, port 63343 
2019-06-28 20:06:03,841 [  15678]   INFO - m.intellij.ui.mac.touchbar.NST - touchbar-server isn't running, skip nst loading 
2019-06-28 20:06:03,997 [  15834]   INFO - gs.impl.UpdateCheckerComponent - channel: release 
2019-06-28 20:06:04,867 [  16704]   INFO - il.indexing.FileBasedIndexImpl - Index exts enumerated:395, number of extensions:47 
2019-06-28 20:06:04,879 [  16716]   INFO - il.indexing.FileBasedIndexImpl - Index scheduled:11 
2019-06-28 20:06:04,910 [  16747]   INFO - il.indexing.FileBasedIndexImpl - Index FilenameIndex will be built. 
2019-06-28 20:06:04,965 [  16802]   INFO - il.indexing.FileBasedIndexImpl - Index filetypes will be built. 
2019-06-28 20:06:04,971 [  16808]   INFO - il.indexing.FileBasedIndexImpl - Index java.auto.module.name will be built. 
2019-06-28 20:06:04,977 [  16814]   INFO - il.indexing.FileBasedIndexImpl - Index GroovyDslFileIndex will be built. 
2019-06-28 20:06:05,003 [  16840]   INFO - il.indexing.FileBasedIndexImpl - Index FrameworkDetectionIndex will be built. 
2019-06-28 20:06:05,041 [  16878]   INFO - il.indexing.FileBasedIndexImpl - Index TodoIndex will be built. 
2019-06-28 20:06:05,079 [  16916]   INFO - tellij.psi.stubs.StubIndexImpl - All stub exts enumerated:189, number of extensions:50 
2019-06-28 20:06:05,080 [  16917]   INFO - tellij.psi.stubs.StubIndexImpl - stub exts update scheduled:1 
2019-06-28 20:06:05,242 [  17079]   INFO - il.indexing.FileBasedIndexImpl - Index IdIndex will be built. 
2019-06-28 20:06:05,251 [  17088]   INFO - il.indexing.FileBasedIndexImpl - Index Stubs will be built. 
2019-06-28 20:06:05,677 [  17514]   INFO - ij.psi.stubs.StubUpdatingIndex - Following new file types will be indexed:Properties,kotlin_builtins,DGM File Type,Kotlin,CLASS,KNM,HTML,Groovy,XML,KJSM,JAVA 
2019-06-28 20:06:06,626 [  18463]   INFO - j.ide.ui.OptionsTopHitProvider - 3698 ms spent to cache options in application 
2019-06-28 20:06:06,627 [  18464]   INFO - .openapi.application.Preloader - com.intellij.ide.ui.OptionsTopHitProvider$Activity took 3698 ms 
2019-06-28 20:06:06,841 [  18678]   INFO - il.indexing.FileBasedIndexImpl - Index Trigram.Index will be built. 
2019-06-28 20:06:06,877 [  18714]   INFO - il.indexing.FileBasedIndexImpl - Index fileIncludes will be built. 
2019-06-28 20:06:06,903 [  18740]   INFO - il.indexing.FileBasedIndexImpl - Index DomFileIndex will be built. 
2019-06-28 20:06:06,919 [  18756]   INFO - il.indexing.FileBasedIndexImpl - Index RelaxSymbolIndex will be built. 
2019-06-28 20:06:06,932 [  18769]   INFO - il.indexing.FileBasedIndexImpl - Index XmlTagNames will be built. 
2019-06-28 20:06:06,940 [  18777]   INFO - il.indexing.FileBasedIndexImpl - Index XmlNamespaces will be built. 
